<title>《帝霸》▷ 第7040章 定生死</title></p><p>&emsp;&emsp;第7040章 定生死</p>
</p><p>&emsp;&emsp;在“轟”的一聲巨響之下，只見由金機仙、銀機仙所融合而成的巨大堡壘，在這瞬間炸開了無窮無盡的金色光芒與銀色光芒。</p>
</p><p>&emsp;&emsp;這樣的金色光芒、銀色光芒一炸開的時候，衝擊向了整個黃昏境，單是這樣光芒衝擊而來，都能摧毀億億萬的天地，更別說，隨着一瞬間炸開的整座巨大堡壘。</p>
</p><p>&emsp;&emsp;那可別看它是堡壘，它可是兩位大羅金仙融合在一起的存在，當兩位大羅金仙都同時炸開的時候，形成的毀滅式爆炸，那可是鏈鎖反應一樣，可以在一瞬間推平毀滅整個黃昏境一般。</p>
</p><p>&emsp;&emsp;“不好，這是玉石俱焚——”感受到這樣的毀滅爆炸衝擊而來，在場的仙人都不由爲之一駭，當兩位大羅金仙以玉石俱焚的打法自爆的時候，那種威力是多麼的恐怖。</p>
</p><p>&emsp;&emsp;在這個時候，金機仙和銀機仙兄弟兩位大羅金仙都沒有想過要好好活下去了，他們也知道自己是沒有活下去的機會了，李七夜太恐怖了，一出手就能把秋風的落葉直接煉化，而且是輕而易舉，面對這樣恐怖的存在，他們是無法與之抗衡。</p>
</p><p>&emsp;&emsp;所以，在這石火電光之間，他們兄弟兩位大羅金仙，都有了同歸於盡的想法，他們引爆了自己，以自爆的方法去轟滅李七夜，哪怕是不能把李七夜轟滅掉，但，也能把李七夜轟成重傷，就算是不能重傷了，也能把李七夜轟傷罷，至少能把李七夜轟得滿頭鮮血什麼的。</p>
</p><p>&emsp;&emsp;這至少比像秋風落葉一樣被硬生生煉化這樣的下場要好很多很多吧。</p>
</p><p>&emsp;&emsp;“想死，也沒有那麼容易。”面對自爆的金機仙、銀機仙，李七夜笑了一下，一伸手，一雙大手一合，在“轟”的巨響之下把爆開的金機仙、銀機仙硬生生地鎮壓住了。</p>
</p><p>&emsp;&emsp;本來，在這瞬間炸開的所有力量，竟然被李七夜接住了，所有炸開的力量都被鎖在了他的雙手之間。</p>
</p><p>&emsp;&emsp;隨着李七夜一雙大手壓了下去的時候，炸開的力量硬生生地被壓了回去，聽到“喀嚓”的聲音響起，本來爆炸的巨大堡壘被硬生生地壓回了原來的模樣。</p>
</p><p>&emsp;&emsp;這樣的一幕，是多麼不可思議的事情，本來兩位大羅金仙在自爆的時候，其他仙人都承受不住，若是逃之不及，會被炸死，不算不死，那也是重傷。</p>
</p><p>&emsp;&emsp;現在倒好，一瞬間炸開的金機仙、銀機仙兄弟兩位仙人被硬生生地壓回了原來的模樣，本來大家親眼看到這座巨大的堡壘是炸得粉碎了，所有的石料都在這剎那之間崩碎濺飛的。</p>
</p><p>&emsp;&emsp;但，隨着李七夜大手一壓的時候，硬生生把炸開的所有一切壓回了原來的模樣，一座巨大的堡壘在李七夜的手中。</p>
</p><p>&emsp;&emsp;就算是金機仙、銀機仙他們自己都傻眼了，他們自己身體炸開的時候，他們都知道自己是死定了，全身都在這一瞬間炸裂了，全身都轟炸出去了。</p>
</p><p>&emsp;&emsp;然而，在瞬間，他們身體又完整無缺。</p>
